lga_code,a_total,b_total,c_total,d_total,e_total,f_total,offence_total,lga_name,ref_period
22310,449.5769954467761,3017.0494534694994,168.7709168210741,152.2529121960328,178.10718030479308,17.236178739173525,3982.9936369773486,Glen Eira (C),2012
22410,976.8195161453589,4150.217633363701,278.3682558963458,698.4512602490131,409.96052232007287,30.36744609778318,6544.184634072274,Glenelg (S),2012
24250,819.672131147541,2955.78738201689,223.54694485842026,658.2215598609041,484.35171385991055,173.86984600099353,5315.44957774466,Mansfield (S),2012
24330,1229.4122238701116,8043.8685504644445,1241.1209117164938,798.7927041865064,254.989201987875,37.727994171675384,11605.911586397107,Maribyrnong (C),2012
24410,844.0573922047187,3654.5004067746468,225.57503143258634,340.2115228163597,756.2310479994084,28.65912284594335,5849.234524073663,Maroondah (C),2012
24600,3383.67261757954,17614.63886622778,1519.6645734125102,5587.2811094879435,2159.024075584815,140.39348118917073,30404.674723481756,Melbourne (C),2012
24650,1160.4923609402704,4908.3397663745645,313.87585785665203,380.892595074694,288.426463976383,86.52793919291489,7138.554983415478,Melton (S),2012
24780,1643.7726306109548,5647.834166714562,498.11291836695597,1436.8641875969884,808.4755828879055,26.821464835143782,10061.88095101251,Mildura (RC),2012
24850,1546.6342030268654,3455.71756633373,298.81304816977007,899.2059319923636,697.2304457294634,113.43828680519049,7011.039482057384,Mitchell (S),2012
24900,687.6810835340525,2921.77191328935,335.1136244632946,582.9580758892729,422.38279750061093,13.963067685970607,4963.870562362551,Moira (S),2012
24970,573.5531953915668,3823.687969277112,118.93448043972413,160.0613568534605,129.49408384325105,6.1134546020418945,4811.844540407156,Monash (C),2012
25060,877.4325407662558,5002.070247460643,299.5251645186014,434.31148855197205,299.5251645186014,21.142952789548332,6934.007558605622,Moonee Valley (C),2012
25150,718.983201008621,3516.543428629843,177.19017276041845,323.71281561999524,241.9327358844175,37.48253654547313,5015.844890448768,Moorabool (S),2012
25250,967.7192848069349,5419.4833298224785,263.63328801138795,331.2970374767805,269.37832334335525,20.42679229143926,7271.938055752376,Moreland (C),2012
25340,885.7654312802493,3795.6639925744216,257.2432539945634,592.7202811111848,385.20188291453957,21.878936551084003,5938.473778426042,Mornington Peninsula (S),2012
25430,1117.568171658471,2503.3527045149754,273.80420205632544,508.4935181046044,776.7098793026374,39.11488600804649,5219.04336164506,Mount Alexander (S),2012
25490,1836.558609638851,3919.6351534574137,265.00677924318995,955.2569949463824,597.8059903858006,61.62948354492789,7635.893011216565,Moyne (S),2012
25620,871.6382328838561,2220.070029054608,290.546077627952,722.6402443567011,193.69738508530136,111.74849139536616,4410.340460403785,Murrindindi (S),2012
25710,615.1296393682969,1848.5761183088714,181.67041162690634,176.88961132093513,175.29601121894473,4.780800305971219,3002.3425921499256,Nillumbik (S),2012
25810,1875.261615738803,3474.2570113017996,644.6211804102135,1071.5780661364588,669.7362913352868,33.48681456676434,7768.940979489326,Northern Grampians (S),2012
25900,1470.2073829113292,6453.572922684622,514.9710142040361,1264.0197621371794,401.4184114588521,168.33675319242184,10272.52624658844,Port Phillip (C),2012
25990,741.1799584939223,2282.8342721612808,207.53038837829826,237.17758671805512,74.11799584939224,0.0,3542.840201600949,Pyrenees (S),2012
26080,388.97893030794165,2658.0226904376013,0.0,291.7341977309562,194.48946515397083,97.24473257698541,3630.470016207456,Queenscliffe (B),2012
26170,742.1818705865398,2525.580054762934,190.9497045683816,554.834990632656,399.913532209252,7.205649228995533,4420.665801988759,South Gippsland (S),2012
26260,1099.4380649890056,3090.642560469094,274.8595162472514,1099.4380649890056,360.3713657463963,73.29587099926704,5998.04544344002,Southern Grampians (S),2012
26350,1003.0932827339481,6094.656428197298,413.0965440224535,848.9232806585827,194.68904108235247,34.58942354254993,8589.048000237184,Stonnington (C),2012
26430,827.6432857438443,2596.730809021312,206.91082143596108,413.82164287192217,144.83757500517277,196.56528036416302,4386.509414442375,Strathbogie (S),2012
26490,476.81444274586886,3461.45446604062,76.43590303559729,556.8901506879231,171.07083060347964,65.51648831622624,4808.182281429716,Surf Coast (S),2012
26610,2019.09307875895,4052.5059665871127,525.0596658711218,1131.2649164677803,863.961813842482,42.95942720763723,8634.844868735083,Swan Hill (RC),2012
26670,1049.0693739424705,2335.0253807106596,236.88663282571912,846.0236886632825,236.88663282571912,270.72758037225043,4974.619289340101,Towong (S),2012
26700,1495.1691708607325,3570.7725652988497,808.1995518166121,1605.378200653907,749.4214025935859,194.70261930127475,8423.643510524962,Wangaratta (RC),2012
26730,966.549509150406,3299.600048478972,284.8139619440068,627.1967034298873,515.0890801115016,30.299357653617747,5723.5486607683915,Warrnambool (C),2012
26810,1867.8772402704876,4421.430935830142,380.66865276398545,728.2356835484939,836.9981557667754,49.65243296921549,8284.8631011491,Wellington (S),2012
26890,1001.19189511323,1454.1120381406438,381.40643623361143,476.7580452920143,119.18951132300357,95.35160905840286,3528.0095351609057,West Wimmera (S),2012
26980,527.94797107272,2953.620932101245,160.70711128967457,189.58417034953797,124.29690638810767,37.665729208517476,3993.8228204098027,Whitehorse (C),2012
27070,1023.8004177576418,5099.585184313494,303.6097790591627,283.01609249507226,297.1374775675914,14.709776117207497,7021.85872731017,Whittlesea (C),2012
27170,1282.2615923009625,5867.235345581803,415.57305336832894,803.8057742782153,705.3805774278215,27.340332458442695,9101.596675415572,Wodonga (RC),2012
27260,784.9758748511397,5440.59846023963,312.53669091295376,384.10144303613464,290.7318055004221,12.300191771171706,7225.244466311452,Wyndham (C),2012
27350,1407.6333238667935,9185.424821267612,1092.767975107116,1343.4254880412905,329.68254164248583,97.54651981182165,13456.480669737117,Yarra (C),2012
27450,652.6619090695882,2812.3429490401045,232.5191811572352,280.09515194156864,240.56019030388316,36.18454115991557,4254.363922672295,Yarra Ranges (S),2012
27630,1098.282174035483,3069.557871022247,211.20811039143902,1027.87947057167,253.44973246972683,84.48324415657561,5744.860602647142,Yarriambiack (S),2012
20110,640.0665004156276,1870.3241895261847,299.25187032418955,897.7556109725687,307.5644222776392,33.25020781379884,4048.2128013300085,Alpine (S),2013
20260,2407.7046548956664,4761.9047619047615,2345.282682361334,1471.3750668806847,1257.3568753344034,98.091671125379,12341.71571250223,Ararat (RC),2013
20570,1567.4140204930507,6762.706705894288,360.1501471035812,748.706502992797,768.9966521253931,8.11605965303845,10216.090088262148,Ballarat (C),2013
20660,954.5637314032971,4356.252513067953,239.64616003216724,390.0281463610776,1055.0864495375956,10.454362685967029,7006.031363088058,Banyule (C),2013
20740,1762.7118644067796,3441.4850686037125,464.8910411622276,719.9354317998386,584.3422114608555,45.19774011299435,7018.563357546409,Bass Coast (S),2013
20830,1180.3002790203286,3901.8557066300546,491.607245670756,812.7020682935471,538.1106337747465,86.36343505026795,7010.9393684397,Baw Baw (S),2013
20910,439.6051694311591,2938.8419660120076,222.85539839218478,257.45395339371123,279.8412536888165,12.211254706421084,4150.8089956243,Bayside (C),2013
21010,2095.349346572242,3781.8500401547785,459.95473461341896,693.5825363218223,744.6886179455355,80.30955683726364,7855.73483244506,Benalla (RC),2013
21110,416.71068540104,3198.1077813384045,171.9665222852179,234.17966686621827,134.4038689532932,13.499078541160452,4168.867603385334,Boroondara (C),2013
21180,1302.7914765482171,6521.126832690644,644.7383918923763,583.2859637533095,898.229657966027,17.923624873894497,9968.095947724467,Brimbank (C),2013
21270,675.8931445123914,2333.440617959446,128.7415513356936,482.780817508851,144.8342452526553,144.8342452526553,3910.5246218216926,Buloke (S),2013
21370,1224.9986449130035,4507.019350642311,222.23426743996967,688.3841942652718,547.4551466204131,40.65260989755542,7230.744213778524,Campaspe (S),2013
21450,1287.2112407716122,4162.8959276018095,288.16384853536556,382.23386520600144,821.6241962371994,26.19671350321505,6968.3257918552035,Cardinia (S),2013
21610,1068.6372964240493,3460.2453827009563,318.73553682923637,315.824710008878,424.25300906722555,13.462574044157243,5601.158509074503,Casey (C),2013
21670,2171.156893819334,3843.10618066561,293.1854199683043,1125.1980982567354,911.2519809825673,55.467511885895405,8399.366085578447,Central Goldfields (S),2013
21750,1321.0103551727475,3087.196361172941,348.39833543017517,735.5075970192587,512.9197716055356,140.32710732604278,6145.3595277267,Colac-Otway (S),2013
21830,838.092873106531,2005.2148000993295,248.32381425378696,384.90191209336973,384.90191209336973,6.208095356344674,3867.6434070027312,Corangamite (S),2013
21890,1130.5830207978179,5447.664507330378,342.99352199113537,387.3167405386976,336.1745652915104,25.91203545857484,7670.644391408115,Darebin (C),2013
22110,1837.4216156399855,4947.436370343046,288.1777941718923,781.5381777941719,1035.134636665437,43.80302471412763,8933.511619328661,East Gippsland (S),2013
22170,1457.7477983886079,5773.280869402286,678.2836799700206,1491.4746112047967,1139.2167884579353,21.735057148210604,10561.738804571858,Frankston (C),2013
22250,1309.2813500145476,2647.6578411405294,232.76112889147512,824.362331490641,329.74493259625643,19.39676074095626,5363.204344874406,Gannawarra (S),2013
22490,437.1367542595996,1261.7356316129353,39.73970493269087,198.69852466345438,84.4468729819681,24.837315582931797,2046.5948040335802,Golden Plains (S),2013
22620,1281.1009104559882,4366.007108779533,316.4737412328221,776.4535933550018,1284.9023968371635,25.660033072931515,8050.59778373344,Greater Bendigo (C),2013
22670,1711.716628689162,6120.973133758135,718.3888441648814,1116.1292963473372,1251.2109593526995,42.29829851683063,10960.717160829046,Greater Dandenong (C),2013
22750,1159.5643725428172,4981.698224049889,252.60969768177506,743.8203262686972,564.8696280898369,12.201183966740476,7714.763432599755,Greater Geelong (C),2013
22830,1669.6700527851754,5477.857336501507,842.0112587111487,1097.166185593315,910.5841453107308,31.89436586027078,10029.183344762148,Greater Shepparton (C),2013
22910,621.3277503883298,2991.8281893698927,87.7963125548727,283.649625177281,141.8248125886405,13.507125008441955,4139.933815087458,Hepburn (S),2013
22980,808.0098366414895,2599.683822237836,281.0468997013877,351.30862462673457,544.5283681714386,35.13086246267346,4619.708413841559,Hindmarsh (S),2013
23110,999.0602344938692,5296.249888123154,378.14373937169967,521.3461022106865,341.2243802022733,31.325516871028373,7567.349861272711,Hobsons Bay (C),2013
23190,2110.2410251194956,8776.568697243974,376.28394182853657,1098.3423166887014,910.2003457744331,5.0849181328180615,13276.72124478796,Horsham (RC),2013
23270,1445.293510380878,5137.182715469447,390.54605439241413,475.7561026234863,732.4786838324858,33.31931373138079,8214.576380430093,Hume (C),2013
23350,371.1179113223517,1888.1437593593332,208.34689758447814,312.5203463767172,312.5203463767172,65.10840549514943,3157.7576665147467,Indigo (S),2013
23430,895.5145083909115,4020.2464149723164,343.1595758019705,428.94946975246313,518.6988972699016,25.73696818514779,6232.305834372711,Kingston (C),2013
23670,805.7637632463168,3925.432928405273,318.55776686482295,296.5882657017317,303.0498836908762,38.769707934866894,5688.162315843887,Knox (C),2013
23810,3136.2237913882605,6851.171679113075,666.820270251955,1271.2955558868575,1995.0395077456867,21.68521204071399,13942.236016426548,Latrobe (C),2013
23940,1119.050829176217,2871.7810435486044,256.16826210057974,296.6158824322502,256.16826210057974,40.447620331670485,4840.231899689901,Loddon (S),2013
24130,873.8877791901217,2172.2353368440167,206.55529326311967,299.6186671508989,474.39622298892317,43.12692936262938,4069.8202287997096,Macedon Ranges (S),2013
22310,473.196160674499,2861.811160073278,174.00038195205795,206.53703873984114,230.58587201776783,10.609779387320605,3956.7403928447648,Glen Eira (C),2013
22410,1107.6923076923076,4030.769230769231,415.38461538461536,841.025641025641,758.9743589743589,35.8974358974359,7189.74358974359,Glenelg (S),2013
24210,522.9582059296987,2188.077574972958,166.937798635539,145.64471207488353,257.22048565271825,20.441363098229267,3301.280140364027,Manningham (C),2013
24250,562.5535037299743,2935.0617585911705,146.75308792955852,660.3888956830133,110.0648159471689,207.9002079002079,4622.722269781093,Mansfield (S),2013
24330,1254.7019767236372,7234.101638433768,727.0707631718461,883.5929413546742,324.4048370402161,44.17964706773371,10468.051803791877,Maribyrnong (C),2013
24410,839.5300824000145,3418.413023221822,331.6098149197011,462.24398443352277,708.895912886193,44.76275738585497,5805.455575247109,Maroondah (C),2013
24600,3215.8514570618067,17916.272672569416,1714.0892289177339,4947.992779162727,2210.951603197799,171.06507349780796,30176.222814407287,Melbourne (C),2013
24650,1367.4197384066586,4665.841382568045,311.1103871776913,351.83164204388123,526.9330379684981,13.030801557180785,7236.166989721955,Melton (S),2013
24780,1841.0502916421258,5720.745539870423,630.7829688598407,1394.562346816636,875.8763513385139,17.09953831246556,10480.117036840005,Mildura (RC),2013
24850,1754.855994641661,4029.47086403215,369.72538513060954,736.7716008037509,584.0589417280644,34.82920294708641,7509.7119892833225,Mitchell (S),2013
24900,775.0043637633095,2688.078198638506,408.44824576714956,432.8853203002269,314.1909582824228,41.8921277709897,4660.499214522604,Moira (S),2013
24970,591.881513987932,3599.5611629182667,154.69007131102578,347.22984092155787,151.947339550192,16.456390565002742,4861.766319253977,Monash (C),2013
25060,955.8267161829552,4644.32635524748,319.1887214186939,387.8969203071865,273.9630715174075,30.440341279711948,6611.6421259534345,Moonee Valley (C),2013
25150,861.0167254973114,3869.626892752284,300.20123379408176,395.86975884933855,359.58169762148253,13.195658628311284,5799.49196714281,Moorabool (S),2013
25250,957.6710640720099,5259.371852852684,357.1718991411611,397.2051768032177,424.72805519588155,13.761439196331951,7409.909487261286,Moreland (C),2013
25340,949.3379616846147,3767.1097787069543,213.0093487436393,534.4956806437616,523.3192641973361,34.84412186238544,6022.116155838691,Mornington Peninsula (S),2013
25430,1258.0716989534624,2633.0438655087955,283.90113560454245,489.8686261411712,779.3364506791361,50.1002004008016,5494.321977287909,Mount Alexander (S),2013
25490,1478.9812826020252,2516.1092359619515,306.84258975145747,816.201288738877,754.8327707885854,12.2737035900583,5885.240871432955,Moyne (S),2013
25620,1009.1266602359575,2255.694887586258,289.38190992060544,934.9261705127254,140.98093047414113,118.72078355717147,4748.83134228686,Murrindindi (S),2013
25710,529.8436003830195,2283.7535908075324,97.3507819980849,210.66070858601978,188.31790616022982,23.938716884774976,3333.8653048196616,Nillumbik (S),2013
25810,2318.4713375796177,12135.88110403397,458.59872611464965,1010.6157112526539,747.3460721868365,59.447983014862,16730.36093418259,Northern Grampians (S),2013
25900,1306.6916676432672,7527.6377983514985,522.4813469276144,1408.2581350834016,464.86190866830736,90.82386030704325,11320.754716981133,Port Phillip (C),2013
25990,991.2708980618435,2751.8863737239235,207.131232430833,458.6477289539872,266.3115845539281,73.97544015386892,4749.223257878384,Pyrenees (S),2013
26080,196.46365422396855,2324.8199083169616,65.48788474132286,130.97576948264572,0.0,0.0,2717.7472167648984,Queenscliffe (B),2013
26170,731.3138555296648,3265.8182469976696,297.5443627890303,444.52410826312956,458.8635956264564,7.169743681663381,5205.233912887614,South Gippsland (S),2013
26260,1245.8935101964917,3638.5049277877642,471.0841133081262,880.1834748651831,409.09936155705697,49.58780140085539,6694.353189115477,Southern Grampians (S),2013
26350,971.0433137701896,6377.261483241985,510.2585245186012,822.6221079691516,368.6278314012708,29.102197215889802,9078.915458117088,Stonnington (C),2013
26430,752.4221809936096,2844.774273345702,391.6718202432488,505.0505050505051,195.8359101216244,30.921459492888065,4720.676149247577,Strathbogie (S),2013
26490,488.28816078126107,2682.0465642912745,162.76272026042037,544.9012808718421,176.91600028306559,31.844880050951808,4086.759606538815,Surf Coast (S),2013
26610,1990.5031416374886,3462.995827137992,474.84291812556955,1079.1884502853854,1160.7271331958368,23.981965561897454,8192.23943594417,Swan Hill (RC),2013
26670,985.7239972807614,2311.3528212100614,33.990482664853836,815.7715839564922,424.881033310673,0.0,4571.719918422842,Towong (S),2013
26700,1641.5767970849129,3743.23677720932,758.2170856490853,1777.761419264603,916.4857006146711,114.1006293937944,8951.378409216386,Wangaratta (RC),2013
26730,1299.6389891696751,3249.0974729241875,252.7075812274368,538.5078219013237,583.6341756919375,27.075812274368232,5950.661853188929,Warrnambool (C),2013
26810,1961.1090083270249,5630.204390613172,409.2543527630583,546.4610143830432,1000.662376987131,35.48448145344436,9583.175624526873,Wellington (S),2013
26890,465.23016650342805,2522.0372184133203,195.88638589618023,220.37218413320275,195.88638589618023,48.97159647404506,3648.383937316357,West Wimmera (S),2013
26980,534.1668729883635,3324.4615003713793,151.64644714038127,247.5860361475613,163.40678385739045,39.61376578360981,4460.881406288685,Whitehorse (C),2013
27070,996.7612240339513,4654.9028367210185,340.0714764351128,305.4500781773509,537.1900826446281,10.609783337056063,6844.985481349118,Whittlesea (C),2013
27170,1305.385048382341,4843.595035784169,412.7911651968799,490.52456643525346,565.5775055619589,10.721848446672206,7628.595169807274,Wodonga (RC),2013
27260,924.55953835494,4574.136663440228,268.1645800606147,335.3379561310251,414.6765892850531,23.801589946208406,6540.67691721807,Wyndham (C),2013
27350,1456.147913972314,8638.69329884562,949.6096182401686,1417.8282320256742,439.4788523255257,85.02179431910714,12986.779709728411,Yarra (C),2013
27450,752.3930651315349,2579.824620121829,239.64120757748177,307.2494812236428,321.9760358792422,12.048999263672268,4213.133409197402,Yarra Ranges (S),2013
27630,868.8221051132316,2350.092579404643,299.1026919242273,484.26150121065376,455.77553055120353,42.72895598917533,4500.783364193135,Yarriambiack (S),2013
20110,815.3756552125801,2637.4906398202847,324.4862301356186,748.8143772360429,257.92495215908144,141.44271570014143,4925.534570263749,Alpine (S),2014
20260,2836.8794326241136,3860.310620342939,305.23386300386034,1463.3270491067422,1445.372115988868,71.81973247149655,9982.942813538019,Ararat (RC),2014
20570,1580.2075019952115,6032.521947326416,492.8172386272945,850.9577015163608,1146.2490023942537,11.971268954509178,10114.724660814047,Ballarat (C),2014
20660,931.0408047763669,4094.0287442905997,216.81772166024984,270.2250280986202,1274.6012387306598,30.290711114299604,6817.004248670795,Banyule (C),2014
20740,1977.2223979753242,4027.2065801961403,474.5333755140778,873.1414109459032,993.3565327428029,9.490667510281556,8354.95096488453,Bass Coast (S),2014
20830,1542.080501829587,4264.680257884649,561.9445896497648,734.0128942324446,897.3688795957485,84.94511238891793,8085.032235581112,Baw Baw (S),2014
20910,486.41831975498934,2794.4031867405965,298.25650059050787,265.22809616269996,309.26596873311047,13.011189623075845,4166.58326160498,Bayside (C),2014
21010,2447.989414099831,3749.1729765492905,529.2950084540174,757.1859148717195,1433.507314562964,51.45923693302948,8968.609865470851,Benalla (RC),2014
21110,394.66592485699886,3048.9536426911463,222.5429003598936,211.53166310250302,177.3388737242902,9.2726208483289,4064.305625583161,Boroondara (C),2014
21180,1215.3594721636132,5361.850260831727,612.7395173980581,537.8547539175357,1127.3192772608368,17.203256475255138,8872.326538047026,Brimbank (C),2014
21270,739.6449704142011,1923.076923076923,164.3655489809336,361.6042077580539,49.30966469428008,49.30966469428008,3287.310979618672,Buloke (S),2014
21370,1222.5866789557863,4559.624820407167,257.52934479113014,750.901352706769,840.3589145815826,10.843340833310744,7641.844452275746,Campaspe (S),2014
21450,1017.9929682652756,3803.1114277179036,422.823264471356,432.0150745685594,728.4509502033687,62.04471815612289,6466.438403382586,Cardinia (S),2014
21610,1083.6290450717652,3629.045071765267,343.2021609024946,325.1946401144007,643.3275073707255,14.47663435905584,6038.875059583708,Casey (C),2014
21670,2014.4341343484814,3909.9056229677217,253.78697755571417,1038.940439368705,1522.7218653342852,63.44674438892854,8803.235783963835,Central Goldfields (S),2014
21750,1726.4923917284434,3891.92352711666,312.13421771361686,785.2126414358173,755.9500585251658,68.27936012485368,7539.992196644557,Colac-Otway (S),2014
21830,1080.4020100502512,2110.552763819095,232.41206030150752,376.88442211055275,320.35175879396985,37.688442211055275,4158.291457286432,Corangamite (S),2014
21890,1120.5649907516395,6881.452833361358,346.3931393980158,439.88565663359674,850.1765596098872,30.939969732638307,9669.413149487136,Darebin (C),2014
22110,2021.6127112047254,3896.6985667841936,455.60694170978525,940.9771509684509,1504.1897522780348,57.23705297861624,8876.322175923806,East Gippsland (S),2014
22170,1464.0582954654963,5596.038517705839,784.2904691658205,1238.7045122647314,1684.223011289928,34.84088095538143,10802.155686847196,Frankston (C),2014
22250,1183.1985801617038,2474.857030171564,414.11950305659633,916.9788996253205,631.0392427529088,29.579964504042593,5649.773220272135,Gannawarra (S),2014
22490,379.78381536663744,1553.2184243840684,68.1663258350375,146.0706982179375,77.9043723829,4.86902327393125,2230.012659460512,Golden Plains (S),2014
22620,1282.5662534679732,4056.9448206929405,547.4026398632427,801.4871416427684,1246.1350197569382,21.48508654753342,7956.020961971397,Greater Bendigo (C),2014
22670,1890.061953889179,5523.664244711172,752.0104906801547,1007.5870097547268,1467.223315001405,54.192926819477336,10694.739940856114,Greater Dandenong (C),2014
22750,1039.9900402834962,5211.955216846149,307.2394689336878,662.9436297831094,674.0593848096538,10.671124825482647,7906.858865481579,Greater Geelong (C),2014
22830,1851.7051844577147,6128.526397490931,638.3551662416246,970.9968161442081,1557.0797231154268,7.920039283394846,11154.5833267333,Greater Shepparton (C),2014
22910,806.1807188444743,2344.6422573060127,147.7997984548203,208.26335236815586,423.244877393349,13.436345314074572,3943.5673496808868,Hepburn (S),2014
22980,939.3831974477137,1453.3853243530664,354.4842254519674,372.20843672456573,620.347394540943,35.44842254519674,3775.2570010634527,Hindmarsh (S),2014
23110,1085.4057376149608,5163.6339691389185,385.2147764437323,520.2045698983735,597.0280295880068,26.339471893588534,7777.826554577581,Hobsons Bay (C),2014
23190,2468.1326494337513,4743.28373368544,853.1816565943833,1208.6740135087095,2056.7772078614594,259.0015743232949,11589.050835407039,Horsham (RC),2014
23270,1451.7488299614668,5834.0267876545695,370.4901176133864,537.4491834906636,1119.9508133291638,28.621554150390367,9342.28728619964,Hume (C),2014
23350,710.5143080633596,1284.140538426439,189.0359168241966,345.4794341959455,208.59135649566522,19.555439671468612,2757.3169936770746,Indigo (S),2014
23430,891.9586497118288,3926.578407412732,417.554268985977,444.9991505155717,622.0839813374805,29.405230210280067,6332.57968817387,Kingston (C),2014
23670,943.4630568203041,4113.2413269019,449.5134564235988,417.3133520952608,475.917541972836,22.540073029836616,6421.988807243735,Knox (C),2014
23810,3443.404555889105,6442.630299243401,912.8078349339165,1378.7201673481031,2982.925603444763,47.54207473614148,15208.03053559543,Latrobe (C),2014
23940,992.7920576635387,2257.5819393444854,244.79804161566705,312.79749762001904,3250.373997008024,13.599891200870394,7071.943424452605,Loddon (S),2014
22310,405.53020991743574,2631.779958197057,215.26432375754294,231.23554777826385,248.59557388774311,37.49765639647522,3769.903269934518,Glen Eira (C),2014
